Citation,Year,Indicator,Journal
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Feb;142:333-370. doi: 10.1016/j.jclinepi.2021.11.010. Epub 2021 Nov 14.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Oct;150:171-178. doi: 10.1016/j.jclinepi.2022.06.011. Epub 2022 Jul 16.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2001 Nov;54(11):1174-80. doi: 10.1016/s0895-4356(01)00387-0.,2001,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Jan;66(1):52-61. doi: 10.1016/j.jclinepi.2012.06.012.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Jan;66(1):6-9. doi: 10.1016/j.jclinepi.2012.07.006. Epub 2012 Nov 8.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Dec;60(12):1271-9. doi: 10.1016/j.jclinepi.2007.02.014. Epub 2007 Jul 25.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2006 Dec;59(12):1257-65. doi: 10.1016/j.jclinepi.2006.03.006. Epub 2006 Jul 3.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Feb;154:8-22. doi: 10.1016/j.jclinepi.2022.11.015. Epub 2022 Nov 25.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 1997 Nov;50(11):1241-8. doi: 10.1016/s0895-4356(97)00182-0.,1997,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Feb;142:171-183. doi: 10.1016/j.jclinepi.2021.11.016. Epub 2021 Nov 12.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Aug;68(8):847-54. doi: 10.1016/j.jclinepi.2014.10.002. Epub 2014 Dec 3.,2015,1,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2006 Jun;59(6):567-9. doi: 10.1016/j.jclinepi.2005.06.012.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 2009 Apr;62(4):387-92. doi: 10.1016/j.jclinepi.2008.05.013. Epub 2008 Nov 17.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Dec;80:16-24. doi: 10.1016/j.jclinepi.2016.08.003. Epub 2016 Aug 20.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2002 Nov;55(11):1095-104. doi: 10.1016/s0895-4356(02)00487-0.,2002,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Nov;139:191-198. doi: 10.1016/j.jclinepi.2021.07.014. Epub 2021 Jul 27.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 1994 Sep;47(9):1003-12. doi: 10.1016/0895-4356(94)90115-5.,1994,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2019 Jul;111:23-31. doi: 10.1016/j.jclinepi.2019.03.011. Epub 2019 Mar 25.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 2002 Mar;55(3):245-52. doi: 10.1016/s0895-4356(01)00460-7.,2002,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Nov;139:287-296. doi: 10.1016/j.jclinepi.2021.05.019. Epub 2021 Jun 4.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2010 Mar;63(3):270-81. doi: 10.1016/j.jclinepi.2009.05.001. Epub 2009 Aug 27.,2010,1,J Clin Epidemiol
J Clin Epidemiol. 2016 Apr;72:66-74. doi: 10.1016/j.jclinepi.2015.11.003. Epub 2015 Nov 10.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Jan;117:52-59. doi: 10.1016/j.jclinepi.2019.09.018. Epub 2019 Oct 1.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2012 Mar;65(3):268-75. doi: 10.1016/j.jclinepi.2011.08.001. Epub 2011 Nov 9.,2012,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Feb;94:97-113. doi: 10.1016/j.jclinepi.2017.09.022. Epub 2017 Oct 28.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Oct;126:71-79. doi: 10.1016/j.jclinepi.2020.06.013. Epub 2020 Jun 17.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Apr;84:78-84. doi: 10.1016/j.jclinepi.2017.02.009. Epub 2017 Feb 24.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Jun;67(6):658-66. doi: 10.1016/j.jclinepi.2013.10.012. Epub 2014 Jan 16.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2003 Dec;56(12):1210-7. doi: 10.1016/s0895-4356(03)00198-7.,2003,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Sep;125:1-8. doi: 10.1016/j.jclinepi.2020.04.025. Epub 2020 May 13.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2006 Apr;59(4):374-80. doi: 10.1016/j.jclinepi.2005.05.010.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 2006 Jul;59(7):653-64. doi: 10.1016/j.jclinepi.2005.07.020.,2006,1,J Clin Epidemiol
J Clin Epidemiol. 2001 May;54(5):433-9. doi: 10.1016/s0895-4356(00)00374-7.,2001,0,J Clin Epidemiol
J Clin Epidemiol. 2019 Dec;116:72-83. doi: 10.1016/j.jclinepi.2019.08.004. Epub 2019 Aug 17.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Aug;160:126-140. doi: 10.1016/j.jclinepi.2023.06.009. Epub 2023 Jun 15.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2012 Feb;65(2):189-98. doi: 10.1016/j.jclinepi.2011.05.010. Epub 2011 Sep 1.,2012,0,J Clin Epidemiol
J Clin Epidemiol. 2003 Aug;56(8):752-9. doi: 10.1016/s0895-4356(03)00088-x.,2003,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Oct;138:95-101. doi: 10.1016/j.jclinepi.2021.05.026. Epub 2021 Jun 9.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Jan;64(1):46-53. doi: 10.1016/j.jclinepi.2010.07.007.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Aug;124:149-159. doi: 10.1016/j.jclinepi.2019.12.006. Epub 2019 Dec 6.,2020,1,J Clin Epidemiol
J Clin Epidemiol. 2018 Oct;102:38-49. doi: 10.1016/j.jclinepi.2018.05.008. Epub 2018 May 18.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2001 May;54(5):448-61. doi: 10.1016/s0895-4356(00)00320-6.,2001,1,J Clin Epidemiol
J Clin Epidemiol. 2021 Apr;132:59-70. doi: 10.1016/j.jclinepi.2020.12.012. Epub 2020 Dec 15.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Apr;96:133-142. doi: 10.1016/j.jclinepi.2017.10.014. Epub 2017 Nov 23.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Sep 29;163:29-36. doi: 10.1016/j.jclinepi.2023.09.012. Online ahead of print.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2008 Jul;61(7):646-53. doi: 10.1016/j.jclinepi.2007.08.012. Epub 2008 Mar 21.,2008,1,J Clin Epidemiol
J Clin Epidemiol. 2023 Aug 9;162:29-37. doi: 10.1016/j.jclinepi.2023.08.003. Online ahead of print.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Jun;68(6):716-23. doi: 10.1016/j.jclinepi.2014.10.006. Epub 2014 Dec 15.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2003 Dec;56(12):1157-62. doi: 10.1016/s0895-4356(03)00205-1.,2003,0,J Clin Epidemiol
J Clin Epidemiol. 2005 Dec;58(12):1220-6. doi: 10.1016/j.jclinepi.2005.04.006. Epub 2005 Sep 30.,2005,0,J Clin Epidemiol
J Clin Epidemiol. 1997 Jul;50(7):813-22. doi: 10.1016/s0895-4356(97)00064-4.,1997,0,J Clin Epidemiol
J Clin Epidemiol. 2008 Jan;61(1):1-5. doi: 10.1016/j.jclinepi.2007.08.008.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Nov;66(11):1271-80. doi: 10.1016/j.jclinepi.2013.05.016. Epub 2013 Aug 20.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Sep;101:87-106.e2. doi: 10.1016/j.jclinepi.2018.05.007. Epub 2018 May 21.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2005 Oct;58(10):1042-51. doi: 10.1016/j.jclinepi.2005.02.024.,2005,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Jan;153:26-33. doi: 10.1016/j.jclinepi.2022.08.013. Epub 2022 Sep 20.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Oct;126:45-55. doi: 10.1016/j.jclinepi.2020.06.010. Epub 2020 Jun 12.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Nov;60(11):1116-22. doi: 10.1016/j.jclinepi.2007.03.015. Epub 2007 Aug 29.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2008 Apr;61(4):331-43. doi: 10.1016/j.jclinepi.2007.06.011.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 2023 May;157:83-91. doi: 10.1016/j.jclinepi.2023.02.016. Epub 2023 Mar 3.,2023,1,J Clin Epidemiol
J Clin Epidemiol. 1997 Aug;50(8):881-90. doi: 10.1016/s0895-4356(97)00117-0.,1997,1,J Clin Epidemiol
J Clin Epidemiol. 2016 Apr;72:45-55. doi: 10.1016/j.jclinepi.2015.11.017. Epub 2016 Jan 6.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2015 May;68(5):584-95. doi: 10.1016/j.jclinepi.2014.12.007. Epub 2014 Dec 31.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2006 Mar;59(3):241-5. doi: 10.1016/j.jclinepi.2005.08.011.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Oct;150:72-79. doi: 10.1016/j.jclinepi.2022.06.017. Epub 2022 Jul 2.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1993 Sep;46(9):1019-23. doi: 10.1016/0895-4356(93)90169-2.,1993,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Jun;64(6):594-601. doi: 10.1016/j.jclinepi.2010.08.009. Epub 2010 Dec 8.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1999 Nov;52(11):1117-22. doi: 10.1016/s0895-4356(99)00051-7.,1999,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Mar;66(3):268-77. doi: 10.1016/j.jclinepi.2012.06.020. Epub 2012 Oct 30.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Jun;158:34-43. doi: 10.1016/j.jclinepi.2023.03.011. Epub 2023 Mar 21.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2001 Sep;54(9):863-8. doi: 10.1016/s0895-4356(01)00354-7.,2001,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1998 Jun;51(6):443-60. doi: 10.1016/s0895-4356(98)00018-3.,1998,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Sep;137:58-72. doi: 10.1016/j.jclinepi.2021.03.019. Epub 2021 Mar 26.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Dec;80:50-56. doi: 10.1016/j.jclinepi.2016.07.017. Epub 2016 Aug 24.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Feb;64(2):208-12. doi: 10.1016/j.jclinepi.2010.01.020. Epub 2010 Jun 15.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1992 Dec;45(12):1357-70. doi: 10.1016/0895-4356(92)90197-u.,1992,0,J Clin Epidemiol
J Clin Epidemiol. 2012 Sep;65(9):996-1009. doi: 10.1016/j.jclinepi.2012.03.008. Epub 2012 Jun 27.,2012,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Sep;67(9):984-92. doi: 10.1016/j.jclinepi.2014.04.002. Epub 2014 May 21.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Apr;84:11-13. doi: 10.1016/j.jclinepi.2017.02.001.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2008 Sep;61(9):896-9. doi: 10.1016/j.jclinepi.2008.01.004. Epub 2008 Jul 10.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 2009 Oct;62(10):1054-61. doi: 10.1016/j.jclinepi.2008.10.014. Epub 2009 Mar 17.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Mar;131:158-160. doi: 10.1016/j.jclinepi.2020.12.021.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2004 Nov;57(11):1119-23. doi: 10.1016/j.jclinepi.2004.03.009.,2004,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1999 Feb;52(2):113-22. doi: 10.1016/s0895-4356(98)00149-8.,1999,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Sep;149:53-59. doi: 10.1016/j.jclinepi.2022.05.017. Epub 2022 May 30.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Jun;98:98-104. doi: 10.1016/j.jclinepi.2018.01.007. Epub 2018 Feb 2.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2003 Aug;56(8):736-43. doi: 10.1016/s0895-4356(03)00132-x.,2003,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Jun;67(6):645-53. doi: 10.1016/j.jclinepi.2014.01.001. Epub 2014 Apr 13.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Mar;71:58-67. doi: 10.1016/j.jclinepi.2015.09.004. Epub 2015 Sep 28.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Mar;60(3):241-9. doi: 10.1016/j.jclinepi.2006.06.016. Epub 2006 Oct 2.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 1994 May;47(5):565-9. doi: 10.1016/0895-4356(94)90303-4.,1994,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Sep;125:201-205. doi: 10.1016/j.jclinepi.2020.02.001. Epub 2020 Feb 14.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2004 Aug;57(8):773-6. doi: 10.1016/j.jclinepi.2003.12.015.,2004,0,J Clin Epidemiol
J Clin Epidemiol. 2019 Sep;113:75-82. doi: 10.1016/j.jclinepi.2019.05.013. Epub 2019 May 22.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Feb;142:144-151. doi: 10.1016/j.jclinepi.2021.10.028. Epub 2021 Nov 6.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1998 Sep;51(9):713-5. doi: 10.1016/s0895-4356(98)00058-4.,1998,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Nov;68(11):1270-81. doi: 10.1016/j.jclinepi.2015.06.006. Epub 2015 Jun 16.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 1995 Sep;48(9):1099-108. doi: 10.1016/0895-4356(95)00004-n.,1995,0,J Clin Epidemiol
J Clin Epidemiol. 2019 Mar;107:71-76. doi: 10.1016/j.jclinepi.2018.11.020. Epub 2018 Nov 28.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 2010 Dec;63(12):1363-9. doi: 10.1016/j.jclinepi.2009.11.019.,2010,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Nov;139:177-190. doi: 10.1016/j.jclinepi.2021.07.015. Epub 2021 Jul 27.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2019 Oct;114:38-48. doi: 10.1016/j.jclinepi.2019.05.018. Epub 2019 May 28.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Sep;67(9):993-1000. doi: 10.1016/j.jclinepi.2014.05.004. Epub 2014 Jun 25.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Apr;96:1-11. doi: 10.1016/j.jclinepi.2017.12.018. Epub 2017 Dec 27.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Jul;159:10-30. doi: 10.1016/j.jclinepi.2023.05.002. Epub 2023 May 6.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Jun;86:59-70. doi: 10.1016/j.jclinepi.2017.05.002. Epub 2017 May 10.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2019 Jun;110:96. doi: 10.1016/j.jclinepi.2019.02.008. Epub 2019 Feb 14.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jan;141:157-160. doi: 10.1016/j.jclinepi.2021.07.012. Epub 2021 Jul 21.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Feb;68(2):228-33. doi: 10.1016/j.jclinepi.2014.08.002. Epub 2014 Sep 2.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Apr;64(4):349-57. doi: 10.1016/j.jclinepi.2010.04.022.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Nov;79:10-21. doi: 10.1016/j.jclinepi.2016.06.010. Epub 2016 Jul 2.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2006 Feb;59(2):107-13. doi: 10.1016/j.jclinepi.2005.06.003. Epub 2005 Nov 2.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Nov;139:87-95. doi: 10.1016/j.jclinepi.2021.05.004. Epub 2021 May 17.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Sep;161:39-45. doi: 10.1016/j.jclinepi.2023.06.015. Epub 2023 Jun 24.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2005 Oct;58(10):982-90. doi: 10.1016/j.jclinepi.2005.02.022.,2005,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Oct;150:154-164. doi: 10.1016/j.jclinepi.2022.06.016. Epub 2022 Jun 30.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2008 Jun;61(6):521-4. doi: 10.1016/j.jclinepi.2008.01.001.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 1999 Jul;52(7):637-42. doi: 10.1016/s0895-4356(99)00046-3.,1999,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1996 Nov;49(11):1233-8. doi: 10.1016/s0895-4356(96)00221-1.,1996,0,J Clin Epidemiol
J Clin Epidemiol. 2005 Jan;58(1):75-82. doi: 10.1016/j.jclinepi.2004.04.015.,2005,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Dec;152:116-124. doi: 10.1016/j.jclinepi.2022.09.018. Epub 2022 Oct 6.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1999 Dec;52(12):1187-95. doi: 10.1016/s0895-4356(99)00107-9.,1999,0,J Clin Epidemiol
J Clin Epidemiol. 1992 Aug;45(8):911-6. doi: 10.1016/0895-4356(92)90074-w.,1992,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Sep;101:17-27. doi: 10.1016/j.jclinepi.2018.05.004. Epub 2018 May 18.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Jun;74:51-6. doi: 10.1016/j.jclinepi.2015.11.015. Epub 2015 Dec 8.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Feb;64(2):200-7. doi: 10.1016/j.jclinepi.2010.02.016. Epub 2010 Jun 20.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 1995 Feb;48(2):189-97. doi: 10.1016/0895-4356(94)00131-9.,1995,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Oct;66(10):1071-81. doi: 10.1016/j.jclinepi.2013.05.006. Epub 2013 Jul 12.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Dec;68(12):1463-71. doi: 10.1016/j.jclinepi.2015.04.002. Epub 2015 May 1.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2010 May;63(5):535-42. doi: 10.1016/j.jclinepi.2009.06.014.,2010,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Dec;80:116-122. doi: 10.1016/j.jclinepi.2016.07.008. Epub 2016 Jul 26.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Jul;87:23-34. doi: 10.1016/j.jclinepi.2017.04.022. Epub 2017 Apr 28.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Nov;139:28-37. doi: 10.1016/j.jclinepi.2021.07.001. Epub 2021 Jul 14.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Aug;124:24-33. doi: 10.1016/j.jclinepi.2020.04.006. Epub 2020 Apr 13.,2020,1,J Clin Epidemiol
J Clin Epidemiol. 2003 Apr;56(4):385-90. doi: 10.1016/s0895-4356(03)00043-x.,2003,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2001 Jul;54(7):747-54. doi: 10.1016/s0895-4356(00)00359-0.,2001,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Feb;66(2):158-72. doi: 10.1016/j.jclinepi.2012.01.012. Epub 2012 May 18.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Jun;64(6):619-27. doi: 10.1016/j.jclinepi.2010.07.005. Epub 2010 Nov 13.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2010 Aug;63(8):920-5. doi: 10.1016/j.jclinepi.2009.10.005. Epub 2010 Feb 20.,2010,0,J Clin Epidemiol
J Clin Epidemiol. 2003 Aug;56(8):730-5. doi: 10.1016/s0895-4356(03)00084-2.,2003,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Nov;139:20-27. doi: 10.1016/j.jclinepi.2021.06.012. Epub 2021 Jun 22.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Aug;148:160-169. doi: 10.1016/j.jclinepi.2022.04.017. Epub 2022 Apr 18.,2022,1,J Clin Epidemiol
J Clin Epidemiol. 2022 Feb;142:252-257. doi: 10.1016/j.jclinepi.2021.11.001. Epub 2021 Nov 5.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Mar;155:39-47. doi: 10.1016/j.jclinepi.2023.01.005. Epub 2023 Feb 1.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 1997 Nov;50(11):1231-40. doi: 10.1016/s0895-4356(97)00181-9.,1997,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Dec;140:125-134. doi: 10.1016/j.jclinepi.2021.09.006. Epub 2021 Sep 11.,2021,1,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2010 Feb;63(2):142-53. doi: 10.1016/j.jclinepi.2009.06.002. Epub 2009 Aug 27.,2010,0,J Clin Epidemiol
J Clin Epidemiol. 2010 Nov;63(11):1256-63. doi: 10.1016/j.jclinepi.2010.01.012. Epub 2010 Apr 28.,2010,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2004 Jan;57(1):4-13. doi: 10.1016/S0895-4356(03)00251-8.,2004,0,J Clin Epidemiol
J Clin Epidemiol. 2004 Nov;57(11):1131-7. doi: 10.1016/j.jclinepi.2004.03.010.,2004,0,J Clin Epidemiol
J Clin Epidemiol. 1999 Aug;52(8):791-800. doi: 10.1016/s0895-4356(99)00068-2.,1999,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1993 Sep;46(9):1025-34. doi: 10.1016/0895-4356(93)90170-6.,1993,0,J Clin Epidemiol
J Clin Epidemiol. 2006 Feb;59(2):201-7. doi: 10.1016/j.jclinepi.2005.06.007.,2006,0,J Clin Epidemiol
